participant_id,empatica_bvp,empatica_bvp_time,empatica_eda,empatica_eda_time,empatica_temp,empatica_temp_time,samsung_bvp,samsung_bvp_time,CL
3,33.71,1644481473.640625,,,,,,,0
3,37.86,1644481473.65625,,,,,,,0
3,42.38,1644481473.671875,,,,,,,0
3,48.27,1644481473.6875,,,,,,,0
3,55.87,1644481473.703125,,,,,,,0
3,64.74,1644481473.71875,,,,,,,0
3,73.85,1644481473.734375,,,,,,,0
3,82.02,1644481473.75,,,,,,,0
3,88.4,1644481473.765625,,,,,,,0
3,92.66,1644481473.78125,,,,,,,0
3,94.93,1644481473.796875,,,,,,,0
3,95.57,1644481473.8125,,,,,,,0
3,95.0,1644481473.828125,,,,,,,0
3,93.56,1644481473.84375,,,,,,,0
3,91.47,1644481473.859375,,,,,,,0
3,88.77,1644481473.875,,,,,,,0
3,85.4,1644481473.890625,,,,,,,0
3,81.3,1644481473.90625,,,,,,,0
3,76.68,1644481473.921875,,,,,,,0
3,71.99,1644481473.9375,,,,,,,0
3,67.89,1644481473.953125,,,,,,,0
3,64.89,1644481473.96875,,,,,,,0
3,63.05,1644481473.984375,,,,,,,0
3,61.9,1644481474.0,,,,,,,0
3,60.64,1644481474.015625,,,,,,,0
3,58.59,1644481474.03125,,,,,,,0
3,55.63,1644481474.046875,,,,,,,0
3,52.18,1644481474.0625,,,,,,,0
3,48.98,1644481474.078125,,,,,,,0
3,46.54,1644481474.09375,,,,,,,0
3,44.82,1644481474.109375,,,,,,,0
3,43.19,1644481474.125,,,,,,,0
3,40.8,1644481474.140625,,,,,,,0
3,37.03,1644481474.15625,,,,,,,0
3,31.74,1644481474.171875,,,,,,,0
3,25.33,1644481474.1875,,,,,,,0
3,18.31,1644481474.203125,,,,,,,0
3,11.03,1644481474.21875,,,,,,,0
3,3.46,1644481474.234375,,,,,,,0
3,-4.57,1644481474.25,,,,,,,0
3,-12.96,1644481474.265625,,,,,,,0
3,-21.13,1644481474.28125,,,,,,,0
3,-28.17,1644481474.296875,,,,,,,0
3,-33.3,1644481474.3125,,,,,,,0
3,-36.36,1644481474.328125,,,,,,,0
3,-37.96,1644481474.34375,,,,,,,0
3,-39.18,1644481474.359375,,,,,,,0
3,-40.92,1644481474.375,,,,,,,0
3,-43.31,1644481474.390625,,,,,,,0
3,-45.59,1644481474.40625,,,,,,,0
3,-46.46,1644481474.421875,,,,,,,0
3,-44.65,1644481474.4375,,,,,,,0
3,-39.57,1644481474.453125,,,,,,,0
3,-31.49,1644481474.46875,,,,,,,0
