ID,empatica_bvp,empatica_eda,empatica_temp,samsung_bvp,time,CL
6.0,-1.5502631578947372,0.6305595263157894,32.81,2101810.731092437,2021-01-24 06:38:35,1
6.0,-0.011875000000000035,0.63606405,32.803,2271543.344,2021-01-24 06:38:40,1
6.0,-0.5639687500000008,0.60929215,32.787,2276629.52,2021-01-24 06:38:45,1
6.0,1.9414999999999991,0.6206286000000001,32.797000000000004,2240014.688,2021-01-24 06:38:50,1
6.0,-0.021343750000000217,0.6284422,32.790000000000006,2169666.568,2021-01-24 06:38:55,1
6.0,3.582437499999999,0.6011582,32.782,2135076.76,2021-01-24 06:39:00,1
6.0,-4.456437500000001,0.59289625,32.78,2140451.832,2021-01-24 06:39:05,1
6.0,0.8245625000000004,0.5862354,32.775999999999996,2161514.152,2021-01-24 06:39:10,1
6.0,-0.8315312499999997,0.5704796,32.775,2163615.9919354836,2021-01-24 06:39:15,1
6.0,-1.9401562499999998,0.5602962,32.774,2166699.616,2021-01-24 06:39:20,1
6.0,2.586437500000001,0.54979225,32.77,2176458.032,2021-01-24 06:39:25,1
6.0,-1.4794062499999998,0.53538175,32.785000000000004,2169003.064,2021-01-24 06:39:30,1
6.0,-1.0152812499999992,0.52897675,32.774,2192971.672,2021-01-24 06:39:35,1
6.0,2.0120312499999997,0.51341345,32.790000000000006,2161022.072,2021-01-24 06:39:40,1
6.0,3.3260937499999996,0.5033580000000001,32.778,2173144.184,2021-01-24 06:39:45,1
6.0,-0.6767187499999995,0.51655175,32.79,2139491.544,2021-01-24 06:39:50,1
6.0,-0.5693125000000002,0.50854575,32.79,2133657.552,2021-01-24 06:39:55,1
6.0,-2.8729999999999998,0.4918297,32.794,2186603.28,2021-01-24 06:40:00,1
6.0,7.877781250000001,0.49022829999999995,32.802,2135099.192,2021-01-24 06:40:05,1
6.0,-6.648249999999999,0.48984415,32.797000000000004,2153195.064,2021-01-24 06:40:10,1
6.0,0.8018437499999997,0.4879867,32.814,2196089.3387096776,2021-01-24 06:40:15,1
6.0,-0.5286562499999998,0.492406,32.81,2113910.384,2021-01-24 06:40:20,1
6.0,7.922218749999997,0.49394335,32.822,2134123.64,2021-01-24 06:40:25,1
6.0,-2.749968749999998,0.4848483,32.818,2173581.728,2021-01-24 06:40:30,1
6.0,-4.038593749999999,0.48100544999999995,32.821,2159798.672,2021-01-24 06:40:35,1
6.0,-3.0022187499999995,0.49067685,32.826,2129650.808,2021-01-24 06:40:40,1
6.0,-0.5187187499999999,0.48446405,32.8355,2144011.552,2021-01-24 06:40:45,1
6.0,2.1175000000000024,0.49170145000000004,32.83,2158720.384,2021-01-24 06:40:50,1
6.0,-3.2289375000000016,0.48055710000000007,32.834,2177902.256,2021-01-24 06:40:55,1
6.0,1.703187499999998,0.48785850000000003,32.83200000000001,2179300.92,2021-01-24 06:41:00,1
6.0,-0.11228125000000055,0.49733774999999997,32.838,2096578.024,2021-01-24 06:41:05,1
6.0,0.5920000000000009,0.5070726499999999,32.8365,2112635.2,2021-01-24 06:41:10,1
6.0,0.28956249999999956,0.50444685,32.8375,2151389.5887096776,2021-01-24 06:41:15,1
6.0,3.1054999999999993,0.50451065,32.844500000000004,2150672.472,2021-01-24 06:41:20,1
6.0,1.5120000000000005,0.5276959,32.8375,2109352.73015873,2021-01-24 06:41:25,1
6.0,-6.152906249999999,0.51808915,32.844500000000004,2129833.0241935486,2021-01-24 06:41:30,1
6.0,1.754625,0.50899415,32.864,2145979.192,2021-01-24 06:41:35,1
6.0,0.47412500000000024,0.50226895,32.846000000000004,2153318.296,2021-01-24 06:41:40,1
6.0,0.3072812500000001,0.5035501,32.852000000000004,2130029.192,2021-01-24 06:41:45,1
6.0,-0.24740624999999997,0.5126449,32.868,2108994.6,2021-01-24 06:41:50,1
6.0,-0.5883437500000006,0.51559115,32.864,2129304.432,2021-01-24 06:41:55,1
6.0,0.7786249999999992,0.5073928999999999,32.847500000000004,2133626.376,2021-01-24 06:42:00,1
6.0,-1.025375,0.5052152,32.8505,2137041.248,2021-01-24 06:42:05,1
6.0,-1.2848749999999989,0.5106594500000001,32.868,2132929.944,2021-01-24 06:42:10,1
6.0,-2.1715312499999997,0.5076490999999999,32.855000000000004,2148843.32,2021-01-24 06:42:15,1
6.0,3.954218749999999,0.5066883499999999,32.859,2137864.248,2021-01-24 06:42:20,1
6.0,1.5585937499999993,0.5113637499999999,32.853500000000004,2133514.714285714,2021-01-24 06:42:25,1
6.0,-1.9222812499999997,0.5098268,32.854,2131028.64,2021-01-24 06:42:30,1
6.0,0.35371874999999947,0.5112359,32.8665,2141371.048,2021-01-24 06:42:35,1
6.0,-2.0363124999999997,0.50822555,32.859500000000004,2102282.4032258065,2021-01-24 06:42:40,1
6.0,6.324968749999999,0.51091575,32.846000000000004,2107114.4274193547,2021-01-24 06:42:45,1
6.0,-2.1778125000000004,0.5120044,32.8625,2152079.48,2021-01-24 06:42:50,1
6.0,-5.427624999999999,0.51808905,32.8655,2175578.824,2021-01-24 06:42:55,1
