ID,empatica_bvp,empatica_eda,empatica_temp,samsung_bvp,time,CL
8.0,9.585,0.343252,34.37,2075043.0,1600928302.440625,0.0
8.0,95.49894736842106,0.365025,34.37,2084983.25,1600928302.740625,0.0
8.0,25.380526315789474,0.348375,34.37,2067669.2857142857,1600928303.040625,0.0
8.0,52.00684210526316,0.350937,34.39,2043594.375,1600928303.340625,0.0
8.0,-148.71684210526314,0.350937,34.39,2057565.857142857,1600928303.640625,0.0
8.0,-72.624,0.352218,34.39,2076628.0,1600928303.940625,0.0
8.0,-56.70894736842104,0.35606,34.39,2061910.4285714286,1600928304.240625,0.0
8.0,34.926842105263155,0.3541385,34.37,2062161.125,1600928304.540625,0.0
8.0,46.64526315789474,0.35606,34.37,2076691.5714285714,1600928304.840625,0.0
8.0,-22.951052631578943,0.357341,34.37,2091337.375,1600928305.140625,0.0
8.0,7.589,0.359902,34.37,2108988.0,1600928305.440625,0.0
8.0,33.59578947368421,0.361183,34.37,2131268.5714285714,1600928305.740625,0.0
8.0,-2.2136842105263157,0.36694649999999995,34.37,2112860.625,1600928306.040625,0.0
8.0,3.7910526315789475,0.366306,34.34,2079961.4285714286,1600928306.340625,0.0
8.0,5.992105263157894,0.367587,34.34,2069351.0,1600928306.640625,0.0
8.0,-26.533499999999997,0.367587,34.34,2051780.857142857,1600928306.940625,0.0
8.0,-14.498947368421053,0.367587,34.34,2018980.0,1600928307.240625,0.0
8.0,33.757894736842104,0.3720695,34.34,2011485.5714285714,1600928307.540625,0.0
8.0,-2.369473684210526,0.37271,34.34,2004598.375,1600928307.840625,0.0
8.0,-28.267368421052634,0.373991,34.34,1951408.857142857,1600928308.140625,0.0
8.0,22.27,0.373991,34.34,1942381.25,1600928308.440625,0.0
8.0,7.451052631578947,0.371429,34.34,1943542.5714285714,1600928308.740625,0.0
8.0,-35.687894736842104,0.37078900000000004,34.34,1906488.625,1600928309.040625,0.0
8.0,19.975789473684216,0.370149,34.34,1905381.857142857,1600928309.340625,0.0
8.0,24.86263157894737,0.371429,34.34,1917950.75,1600928309.640625,0.0
8.0,-16.0065,0.37271,34.34,1909162.142857143,1600928309.940625,0.0
8.0,-15.264736842105261,0.37271,34.34,1919159.875,1600928310.240625,0.0
8.0,24.20842105263158,0.37271,34.34,1941715.142857143,1600928310.540625,0.0
8.0,3.016842105263158,0.370149,34.34,1948186.25,1600928310.840625,0.0
8.0,-17.301052631578948,0.37271,34.34,1959872.142857143,1600928311.140625,0.0
8.0,18.141,0.370149,34.34,1984993.125,1600928311.440625,0.0
8.0,-11.688947368421053,0.370149,34.34,2003624.142857143,1600928311.740625,0.0
