,ID,empatica_bvp,empatica_eda,empatica_temp,samsung_bvp,CL
73,9,-19.920000,1.231324,35.550000,2309890.000000,1
74,9,-7.797143,1.233886,35.570000,2270672.666667,1
75,9,-4.517143,1.244134,35.570000,2259572.666667,1
76,9,-5.940000,1.241572,35.570000,2260751.000000,1
77,9,8.364286,1.242853,35.550000,2289105.666667,1
78,9,2.331429,1.244134,35.550000,2265660.333333,1
79,9,3.894286,1.244134,35.550000,2253155.000000,1
80,9,-5.242857,1.237729,35.530000,2216385.666667,1
81,9,-6.171429,1.239010,35.530000,2216461.666667,1
82,9,1.098571,1.240291,35.530000,2250128.500000,1
83,9,-6.500000,1.230043,35.530000,2249634.000000,1
84,9,-3.585714,1.235167,35.530000,2243117.666667,1
85,9,0.705714,1.235167,35.500000,2245824.500000,1
86,9,-1.661429,1.237729,35.500000,2272817.666667,1
87,9,8.718571,1.235167,35.530000,2280302.000000,1
88,9,-0.240000,1.235167,35.530000,2270567.333333,1
89,9,17.345714,1.236448,35.530000,2263517.000000,1
90,9,-3.395714,1.251819,35.500000,2271045.500000,1
91,9,-10.611429,1.245415,35.500000,2302154.000000,1
92,9,-8.254286,1.245415,35.490000,2328272.000000,1
93,9,4.900000,1.232605,35.490000,2284531.000000,1
94,9,4.011429,1.232605,35.500000,2258688.500000,1
95,9,12.514286,1.236448,35.490000,2258568.333333,1
96,9,2.145714,1.237729,35.490000,2246342.000000,1
97,9,-2.788571,1.233886,35.470000,2187830.500000,1
98,9,-0.472857,1.235167,35.470000,2153971.666667,1
99,9,4.020000,1.235167,35.490000,2138309.500000,1
100,9,8.828571,1.236448,35.490000,2166651.000000,1
101,9,4.855714,1.244134,35.490000,2164293.000000,1
102,9,-3.095714,1.228763,35.450000,2049915.000000,1
103,9,3.092857,1.232605,35.450000,2082928.500000,1
104,9,13.661429,1.232605,35.450000,2099348.666667,1
105,9,1.865714,1.235167,35.450000,2077458.333333,1
106,9,2.988571,1.240291,35.450000,2108975.500000,1
107,9,14.714286,1.228763,35.450000,2106022.000000,1
108,9,-12.725714,1.221077,35.430000,2047564.500000,1
109,9,4.330000,1.224920,35.430000,2085081.500000,1
110,9,9.455714,1.219796,35.430000,2113196.500000,1
111,9,5.110000,1.226201,35.450000,2113888.000000,1
112,9,-20.488571,1.227481,35.450000,2075515.333333,1
113,9,12.972857,1.227481,35.430000,2090405.000000,1
114,9,8.704286,1.223639,35.430000,2109132.000000,1
115,9,15.248571,1.226201,35.430000,2026299.666667,1
116,9,-9.044286,1.227481,35.430000,1980372.000000,1
117,9,-0.884286,1.218515,35.410000,2022028.500000,1
118,9,5.747143,1.218515,35.410000,1993528.333333,1
119,9,0.754286,1.215953,35.410000,1988373.333333,1
120,9,1.461429,1.215953,35.390000,1941624.000000,1
121,9,7.448571,1.221077,35.370000,1951211.666667,1
122,9,4.670000,1.214672,35.370000,1982916.500000,1
123,9,7.267143,1.210829,35.390000,2017313.000000,1
124,9,18.438571,1.212110,35.340000,2091508.000000,1
125,9,-11.597143,1.217234,35.340000,2137154.666667,1
126,9,6.315714,1.219796,35.370000,2156106.333333,1
127,9,8.737143,1.226201,35.340000,2126000.333333,1
128,9,5.205714,1.233886,35.340000,2121727.000000,1
129,9,-21.834286,1.246696,35.340000,2136701.000000,1
130,9,2.285714,1.241572,35.330000,2140252.500000,1
131,9,0.427143,1.222358,35.330000,2139216.000000,1
132,9,6.935714,1.230043,35.330000,2151004.333333,1
133,9,14.260000,1.223639,35.310000,2162767.000000,1
134,9,-20.095714,1.224920,35.310000,2167909.000000,1
135,9,-39.220000,1.218515,35.310000,2159033.000000,1
136,9,17.750000,1.224920,35.330000,2183224.000000,1
137,9,-18.377143,1.227481,35.330000,2175882.333333,1
138,9,-5.475714,1.213391,35.310000,2117952.000000,1
139,9,-14.190000,1.210829,35.310000,2141056.500000,1
140,9,33.914286,1.218515,35.310000,2101395.333333,1
141,9,22.787143,1.212110,35.290000,2063022.000000,1
142,9,6.217143,1.213391,35.290000,2092911.333333,1
143,9,19.105714,1.206986,35.290000,2097537.000000,1
144,9,20.124286,1.212110,35.290000,2026716.333333,1
145,9,-33.980000,1.204425,35.270000,1997282.000000,1
146,9,26.190000,1.218515,35.270000,2037598.000000,1
147,9,-53.292857,1.218515,35.270000,2063483.666667,1
148,9,40.590000,1.210829,35.270000,2039771.333333,1
149,9,17.497143,1.206986,35.270000,2026472.500000,1
150,9,-10.052857,1.209548,35.270000,2024507.500000,1
151,9,12.381429,1.204425,35.270000,2021693.333333,1
152,9,-8.818571,1.215953,35.250000,2058002.666667,1
153,9,-40.272857,1.204425,35.250000,2089602.333333,1
154,9,26.224286,1.212110,35.250000,2096222.666667,1
155,9,-29.892857,1.226201,35.250000,2114933.333333,1
156,9,11.177143,1.210829,35.250000,2094240.333333,1
157,9,-24.492857,1.208267,35.250000,2092609.000000,1
158,9,-2.962857,1.203144,35.210000,2087573.000000,1
159,9,19.102857,1.219796,35.250000,2142949.500000,1
160,9,-34.818571,1.217234,35.250000,2123749.500000,1
161,9,-9.138571,1.208267,35.230000,2104836.000000,1
162,9,-28.942857,1.208267,35.230000,2117613.666667,1
163,9,-2.127143,1.221077,35.250000,2201468.000000,1
164,9,15.010000,1.214672,35.250000,2177495.333333,1
165,9,-50.178571,1.212110,35.250000,2141764.500000,1
166,9,33.485714,1.210829,35.230000,2134064.000000,1
167,9,31.212857,1.217234,35.230000,2142143.000000,1
168,9,-14.537143,1.221077,35.230000,2102533.333333,1
169,9,-35.211429,1.219796,35.210000,2052017.333333,1
170,9,31.880000,1.208267,35.180000,2016172.000000,1
171,9,17.007143,1.210829,35.180000,2068371.333333,1
172,9,-34.198571,1.212110,35.180000,2051532.666667,1
173,9,4.311429,1.213391,35.160000,2006067.500000,1
174,9,-27.241429,1.210829,35.210000,2025881.000000,1
175,9,-40.501429,1.210829,35.210000,2016552.666667,1
176,9,0.224286,1.208267,35.160000,2071605.500000,1
177,9,-29.214286,1.203144,35.160000,2057822.000000,1
178,9,19.830000,1.212110,35.160000,2052371.000000,1
179,9,-1.388571,1.213391,35.180000,2052423.500000,1
180,9,-40.685714,1.213391,35.180000,2036960.666667,1
181,9,-14.500000,1.209548,35.180000,2039508.000000,1
182,9,13.040000,1.212110,35.150000,2088274.000000,1
183,9,-15.048571,1.206986,35.150000,2101295.000000,1
184,9,-61.064286,1.209548,35.150000,2038404.666667,1
185,9,15.380000,1.209548,35.150000,2011026.500000,1
186,9,-3.530000,1.208267,35.130000,2034688.000000,1
187,9,-37.155714,1.210829,35.130000,2109184.333333,1
188,9,39.304286,1.206986,35.130000,2125170.666667,1
189,9,8.317143,1.214672,35.130000,2080719.000000,1
190,9,48.700000,1.213391,35.130000,2065452.000000,1
191,9,-5.571429,1.210829,35.150000,2051561.666667,1
192,9,42.612857,1.213391,35.150000,2074248.500000,1
193,9,-20.744286,1.217234,35.130000,2107021.666667,1
194,9,-14.281429,1.218515,35.130000,2111096.000000,1
195,9,-39.905714,1.212110,35.110000,2105455.500000,1
196,9,26.481429,1.215953,35.110000,2084535.666667,1
197,9,-46.457143,1.214672,35.110000,2080386.000000,1
198,9,-13.517143,1.208267,35.110000,2151765.333333,1
199,9,-37.221429,1.215953,35.090000,2127411.666667,1
200,9,24.161429,1.217234,35.090000,2113994.500000,1
201,9,5.542857,1.210829,35.090000,2108751.500000,1
202,9,-42.292857,1.217234,35.090000,2120260.333333,1
203,9,41.264286,1.221077,35.090000,2118558.000000,1
204,9,26.390000,1.218515,35.090000,2100806.333333,1
205,9,-39.245714,1.218515,35.090000,2125245.000000,1
206,9,-81.398571,1.219796,35.090000,2082857.500000,1
207,9,49.822857,1.218515,35.070000,2125429.000000,1
208,9,-17.332857,1.219796,35.070000,2125736.500000,1
209,9,11.145714,1.242853,35.070000,2147226.333333,1
210,9,-48.235714,1.240291,35.070000,2123147.000000,1
211,9,-1.060000,1.233886,35.050000,2112468.000000,1
212,9,51.602857,1.228763,35.050000,2177368.000000,1
213,9,34.190000,1.235167,35.050000,2178539.333333,1
214,9,4.498571,1.228763,35.050000,2171452.000000,1
215,9,20.735714,1.230043,35.050000,2158357.000000,1
216,9,14.217143,1.235167,35.050000,2149985.500000,1
217,9,3.111429,1.236448,35.050000,2183165.333333,1
218,9,-1.792857,1.231324,35.030000,2122780.333333,1
219,9,-20.944286,1.231324,35.030000,2103310.000000,1
220,9,7.028571,1.222358,35.000000,2119577.000000,1
221,9,35.597143,1.228763,35.000000,2147830.500000,1
222,9,7.128571,1.233886,35.000000,2178058.333333,1
223,9,-33.280000,1.231324,35.000000,2163982.500000,1
224,9,-53.945714,1.241572,35.000000,2149406.000000,1
225,9,-3.232857,1.239010,35.000000,2143089.000000,1
226,9,24.282857,1.233886,35.000000,2110957.000000,1
227,9,53.874286,1.227481,34.970000,2060147.333333,1
228,9,16.861429,1.237729,34.970000,2068663.000000,1
229,9,-47.182857,1.232605,34.970000,2098698.000000,1
230,9,54.008571,1.231324,34.970000,2115885.333333,1
231,9,-85.488571,1.241572,34.950000,2084713.500000,1
232,9,-21.445714,1.236448,34.950000,2082953.500000,1
233,9,-41.775714,1.233886,34.950000,2111512.000000,1
234,9,61.988571,1.235167,34.950000,2174623.666667,1
235,9,42.531429,1.231324,34.950000,2173360.333333,1
236,9,36.040000,1.239010,34.950000,2166134.500000,1
237,9,22.398571,1.242853,34.950000,2157895.000000,1
238,9,10.895714,1.253100,34.930000,2188275.666667,1
239,9,-15.252857,1.250539,34.930000,2177296.666667,1
240,9,52.384286,1.239010,34.930000,2176761.333333,1
241,9,-47.952857,1.239010,34.910000,2142181.000000,1
242,9,-22.771429,1.244134,34.910000,2100553.333333,1
243,9,-18.722857,1.235167,34.910000,2059671.666667,1
244,9,28.560000,1.233886,34.910000,2042114.000000,1
245,9,30.242857,1.233886,34.910000,2101762.666667,1
246,9,1.502857,1.235167,34.930000,2049927.000000,1
247,9,-17.215714,1.233886,34.930000,2043191.000000,1
248,9,-41.121429,1.233886,34.930000,2009354.666667,1
249,9,35.471429,1.239010,34.890000,2100329.000000,1
250,9,67.985714,1.241572,34.890000,2043774.000000,1
251,9,6.447143,1.240291,34.890000,2021549.500000,1
252,9,-74.558571,1.237729,34.890000,1996298.500000,1
253,9,52.341429,1.232605,34.890000,1981586.000000,1
254,9,-32.428571,1.235167,34.890000,1975160.000000,1
255,9,-91.508571,1.240291,34.890000,1964877.000000,1
256,9,41.398571,1.235167,34.890000,2039496.500000,1
257,9,21.457143,1.244134,34.870000,2073058.666667,1
258,9,-19.962857,1.237729,34.870000,2093378.500000,1
259,9,-54.661429,1.241572,34.870000,2117223.500000,1
260,9,46.384286,1.250539,34.870000,2136620.000000,1
261,9,28.110000,1.250539,34.890000,2114676.333333,1
262,9,-5.707143,1.254381,34.870000,2128809.000000,1
263,9,-55.764286,1.249258,34.870000,2166427.500000,1
264,9,41.437143,1.249258,34.870000,2202765.000000,1
265,9,30.555714,1.250539,34.870000,2198034.666667,1
266,9,2.860000,1.262067,34.870000,2178438.000000,1
267,9,-15.045714,1.258224,34.870000,2173365.000000,1
268,9,24.322857,1.259505,34.870000,2164662.000000,1
269,9,-28.808571,1.256943,34.840000,2175516.000000,1
270,9,40.020000,1.256943,34.840000,2163590.500000,1
271,9,20.247143,1.255662,34.840000,2155321.500000,1
272,9,36.454286,1.251819,34.840000,2157271.000000,1
273,9,-22.530000,1.267191,34.830000,2186024.666667,1
274,9,30.440000,1.260786,34.830000,2147999.000000,1
275,9,-13.308571,1.255662,34.830000,2147589.333333,1
276,9,43.544286,1.259505,34.830000,2172401.666667,1
277,9,31.577143,1.256943,34.830000,2195338.333333,1
278,9,-71.530000,1.271034,34.840000,2210055.666667,1
279,9,-88.155714,1.265910,34.830000,2197308.666667,1
280,9,-2.271429,1.263348,34.830000,2191049.500000,1
281,9,-30.144286,1.269753,34.830000,2235231.500000,1
282,9,-16.548571,1.268472,34.810000,2244970.000000,1
283,9,-33.614286,1.264629,34.810000,2190441.333333,1
284,9,-2.515714,1.264629,34.830000,2177147.000000,1
285,9,17.154286,1.260786,34.830000,2163395.333333,1
286,9,-35.000000,1.263348,34.830000,2216556.000000,1
287,9,46.648571,1.272315,34.810000,2244876.000000,1
288,9,-36.195714,1.268472,34.810000,2170582.000000,1
289,9,-28.430000,1.265910,34.810000,2167851.500000,1
290,9,-27.998571,1.269753,34.810000,2179495.666667,1
291,9,-20.632857,1.265910,34.810000,2148240.000000,1
292,9,33.737143,1.268472,34.810000,2135676.500000,1
293,9,-1.234286,1.262067,34.810000,2176547.333333,1
294,9,-2.990000,1.265910,34.790000,2207962.333333,1
295,9,-35.404286,1.264629,34.790000,2194770.333333,1
296,9,17.197143,1.267191,34.790000,2149332.500000,1
297,9,-17.348571,1.269753,34.790000,2170507.000000,1
298,9,46.677143,1.265910,34.790000,2117877.000000,1
299,9,-55.142857,1.268472,34.770000,2095297.666667,1
300,9,-5.915714,1.269753,34.770000,2097890.000000,1
301,9,27.548571,1.277438,34.770000,2168941.000000,1
302,9,-4.102857,1.278719,34.770000,2171500.000000,1
303,9,-27.621429,1.272315,34.770000,2146904.000000,1
304,9,39.041429,1.273596,34.750000,2187042.000000,1
305,9,-9.930000,1.283843,34.750000,2209307.000000,1
306,9,3.417143,1.277438,34.750000,2170619.333333,1
307,9,38.975714,1.274876,34.750000,2145820.666667,1
308,9,6.008571,1.274876,34.750000,2182454.333333,1
309,9,-11.665714,1.277438,34.730000,2198327.000000,1
310,9,19.172857,1.281281,34.730000,2187303.000000,1
311,9,-24.577143,1.278719,34.750000,2166533.666667,1
312,9,21.814286,1.277438,34.750000,2199202.500000,1
313,9,-24.434286,1.291529,34.750000,2154765.333333,1
314,9,19.131429,1.295372,34.750000,2153537.666667,1
315,9,13.157143,1.295372,34.750000,2183891.000000,1
316,9,31.648571,1.294091,34.750000,2195507.666667,1
317,9,32.185714,1.294091,34.750000,2101280.666667,1
318,9,-19.830000,1.290248,34.710000,2105080.500000,1
319,9,-2.904286,1.283843,34.730000,2100886.000000,1
320,9,19.247143,1.282562,34.730000,2073900.000000,1
321,9,-17.202857,1.290248,34.710000,2025653.000000,1
322,9,29.141429,1.291529,34.710000,2115724.000000,1
323,9,12.960000,1.294091,34.710000,2105867.000000,1
324,9,27.564286,1.292810,34.710000,2101753.333333,1
325,9,23.445714,1.285124,34.710000,2084007.000000,1
326,9,20.351429,1.286405,34.710000,2094958.500000,1
327,9,-37.714286,1.290248,34.710000,2112685.666667,1
328,9,7.910000,1.285124,34.710000,2096793.500000,1
329,9,9.864286,1.283843,34.680000,2058292.500000,1
330,9,-11.101429,1.278719,34.680000,2058465.000000,1
331,9,-29.048571,1.286405,34.680000,2076110.000000,1
332,9,32.711429,1.280000,34.680000,2109127.333333,1
333,9,41.444286,1.283843,34.680000,2175260.500000,1
334,9,11.958571,1.282562,34.680000,2189598.333333,1
335,9,-26.320000,1.290248,34.680000,2190739.666667,1
336,9,17.425714,1.290248,34.680000,2175686.500000,1
337,9,-16.125714,1.285124,34.680000,2193956.666667,1
338,9,13.961429,1.291529,34.680000,2195856.500000,1
339,9,-27.654286,1.286405,34.680000,2150373.666667,1
340,9,48.948571,1.287686,34.680000,2113465.500000,1
341,9,29.970000,1.288967,34.680000,2148513.333333,1
342,9,-38.804286,1.296653,34.660000,2167191.000000,1
343,9,26.352857,1.288967,34.660000,2146957.000000,1
344,9,-3.701429,1.287686,34.650000,2135458.000000,1
345,9,-39.062857,1.286405,34.650000,2107676.000000,1
346,9,-4.632857,1.295372,34.650000,2096932.500000,1
347,9,-18.088571,1.288967,34.660000,2135326.500000,1
348,9,10.254286,1.290248,34.660000,2153305.666667,1
349,9,-4.751429,1.296653,34.660000,2163835.000000,1
350,9,55.084286,1.295372,34.660000,2126318.666667,1
351,9,22.128571,1.291529,34.660000,2116454.333333,1
352,9,-33.892857,1.300495,34.660000,2101323.000000,1
353,9,5.778571,1.288967,34.660000,2175921.000000,1
354,9,25.690000,1.296653,34.650000,2142957.500000,1
355,9,11.465714,1.291529,34.650000,2133663.500000,1
356,9,8.921429,1.301776,34.650000,2089984.000000,1
357,9,-17.324286,1.296653,34.650000,2171505.000000,1
358,9,23.350000,1.299214,34.630000,2165792.500000,1
359,9,-16.407143,1.305619,34.630000,2161893.500000,1
360,9,-58.794286,1.305619,34.630000,2138014.000000,1
361,9,41.801429,1.306900,34.650000,2184347.000000,1
362,9,7.302857,1.305619,34.630000,2193337.500000,1
363,9,16.078571,1.309462,34.630000,2173942.666667,1
364,9,-23.944286,1.301776,34.650000,2147441.500000,1
365,9,9.414286,1.301776,34.650000,2117808.666667,1
366,9,19.070000,1.306900,34.630000,2136770.333333,1
367,9,-1.201429,1.306900,34.630000,2215960.000000,1
368,9,23.135714,1.304338,34.630000,2190876.666667,1
369,9,9.304286,1.300495,34.630000,2182514.500000,1
370,9,9.755714,1.300495,34.630000,2190102.500000,1
371,9,-3.368571,1.297934,34.630000,2185626.666667,1
372,9,30.965714,1.304338,34.630000,2166054.666667,1
373,9,13.484286,1.305619,34.610000,2161544.000000,1
374,9,-9.965714,1.300495,34.610000,2159112.500000,1
375,9,-19.071429,1.301776,34.610000,2173949.000000,1
376,9,16.410000,1.304338,34.610000,2206579.333333,1
377,9,19.027143,1.306900,34.610000,2169161.000000,1
378,9,17.232857,1.306900,34.610000,2090168.000000,1
379,9,1.725714,1.308181,34.590000,2168857.000000,1
380,9,26.951429,1.319710,34.590000,2121126.500000,1
381,9,23.782857,1.314586,34.590000,2095539.333333,1
382,9,12.085714,1.313305,34.590000,2012528.500000,1
383,9,39.908571,1.320991,34.590000,2002700.000000,1
384,9,5.112857,1.320991,34.590000,2011596.500000,1
385,9,15.012857,1.322271,34.590000,2011856.333333,1
386,9,-50.092857,1.326114,34.610000,1954114.000000,1
387,9,-21.457143,1.327395,34.610000,1944170.666667,1
388,9,-45.911429,1.324833,34.610000,1914563.000000,1
389,9,-26.775714,1.328676,34.610000,1974252.500000,1
390,9,4.044286,1.329957,34.590000,1963775.000000,1
391,9,8.467143,1.335081,34.590000,1953408.500000,1
392,9,-9.707143,1.346609,34.610000,2045315.000000,1
393,9,-31.187143,1.346609,34.610000,2052445.000000,1
394,9,35.127143,1.346609,34.610000,2084261.666667,1
395,9,11.704286,1.346609,34.610000,2121838.000000,1
396,9,-6.381429,1.346609,34.570000,2130488.333333,1
397,9,28.687143,1.349171,34.570000,2109509.000000,1
398,9,-16.692857,1.341486,34.570000,2096699.666667,1
399,9,29.211429,1.347890,34.570000,2082524.666667,1
400,9,26.640000,1.345328,34.550000,2139581.666667,1
401,9,-16.815714,1.350452,34.570000,2189254.500000,1
402,9,43.048571,1.342767,34.570000,2160298.000000,1
403,9,27.154286,1.341486,34.570000,2150816.333333,1
404,9,-29.128571,1.345328,34.570000,2148553.000000,1
405,9,44.860000,1.354295,34.550000,2123598.666667,1
406,9,27.625714,1.351733,34.550000,2120805.666667,1
407,9,-19.311429,1.346609,34.550000,2122115.500000,1
408,9,5.825714,1.350452,34.550000,2173076.000000,1
409,9,-9.132857,1.347890,34.550000,2165952.000000,1
410,9,-50.278571,1.346609,34.570000,2151580.500000,1
411,9,8.967143,1.355576,34.570000,2234124.000000,1
412,9,-33.820000,1.356857,34.550000,2225300.500000,1
413,9,25.791429,1.354295,34.550000,2173465.666667,1
414,9,-8.891429,1.351733,34.550000,2196312.666667,1
415,9,-11.840000,1.358138,34.550000,2196123.500000,1
416,9,28.432857,1.361981,34.530000,2184709.500000,1
417,9,-10.377143,1.356857,34.530000,2182979.000000,1
418,9,-19.357143,1.356857,34.500000,2084523.000000,1
419,9,-54.618571,1.361981,34.500000,2103398.000000,1
420,9,27.204286,1.367105,34.530000,2168933.000000,1
421,9,-25.640000,1.364543,34.530000,2103876.000000,1
422,9,-1.814286,1.361981,34.530000,2058309.000000,1
423,9,0.462857,1.364543,34.530000,2063971.333333,1
424,9,29.807143,1.372228,34.530000,2009988.500000,1
425,9,-28.352857,1.364543,34.500000,1917305.500000,1
426,9,21.185714,1.361981,34.500000,1872249.666667,1
427,9,15.415714,1.365824,34.530000,1938056.500000,1
428,9,-9.970000,1.365824,34.530000,1956038.500000,1
429,9,-16.407143,1.372228,34.490000,1986770.000000,1
430,9,32.365714,1.363262,34.490000,1949585.000000,1
431,9,13.101429,1.369666,34.490000,2061305.000000,1
432,9,74.867143,1.365824,34.490000,2088728.333333,1
433,9,-71.360000,1.370947,34.490000,2054067.000000,1
434,9,9.112857,1.370947,34.490000,2044996.500000,1
435,9,-18.417143,1.360700,34.490000,2051591.000000,1
436,9,67.127143,1.364543,34.490000,2137318.000000,1
437,9,-14.341429,1.367105,34.490000,2113084.333333,1
438,9,-57.611429,1.364543,34.490000,2101636.666667,1
439,9,20.764286,1.360700,34.490000,2085617.000000,1
440,9,11.112857,1.364543,34.490000,2077904.666667,1
441,9,-31.762857,1.361981,34.490000,2072404.500000,1
442,9,-49.212857,1.360700,34.490000,2093219.000000,1
443,9,65.374286,1.356857,34.490000,2153268.333333,1
444,9,13.984286,1.361981,34.490000,2190363.666667,1
445,9,-60.894286,1.369666,34.500000,2164282.333333,1
446,9,10.537143,1.363262,34.500000,2104601.000000,1
447,9,-46.898571,1.367105,34.500000,2074470.000000,1
448,9,41.958571,1.368386,34.470000,2105329.500000,1
449,9,-6.837143,1.369666,34.470000,2099297.000000,1
450,9,-59.337143,1.363262,34.470000,2053855.333333,1
451,9,23.035714,1.370947,34.470000,2048225.666667,1
452,9,-59.435714,1.370947,34.470000,2071209.500000,1
453,9,-36.122857,1.367105,34.470000,2091442.000000,1
454,9,41.672857,1.367105,34.450000,2017376.000000,1
455,9,3.404286,1.376071,34.450000,2064221.333333,1
456,9,89.450000,1.374790,34.450000,2106891.666667,1
457,9,-49.464286,1.372228,34.470000,2091389.500000,1
458,9,-68.495714,1.373509,34.470000,2087643.666667,1
459,9,62.452857,1.374790,34.470000,2090990.666667,1
460,9,-23.535714,1.376071,34.450000,2139551.500000,1
461,9,57.508571,1.373509,34.450000,2190922.000000,1
462,9,-11.308571,1.372228,34.470000,2189790.500000,1
463,9,-93.282857,1.378633,34.470000,2170231.333333,1
464,9,31.917143,1.378633,34.470000,2160116.333333,1
465,9,-104.180000,1.374790,34.450000,2206578.000000,1
466,9,31.144286,1.381195,34.450000,2222462.000000,1
467,9,58.468571,1.382476,34.450000,2239824.500000,1
468,9,5.532857,1.377352,34.450000,2226479.500000,1
469,9,-13.040000,1.378633,34.450000,2195676.000000,1
470,9,44.211429,1.379914,34.450000,2184780.666667,1
471,9,-50.941429,1.383757,34.450000,2190987.000000,1
472,9,59.291429,1.388881,34.450000,2196673.000000,1
473,9,-50.191429,1.392723,34.430000,2117946.500000,1
474,9,31.988571,1.387600,34.430000,2134557.000000,1
475,9,-46.308571,1.391443,34.430000,2178649.000000,1
476,9,-36.071429,1.392723,34.430000,2169949.666667,1
477,9,45.947143,1.395285,34.430000,2223238.000000,1
478,9,56.758571,1.395285,34.410000,2216276.333333,1
479,9,-2.197143,1.396566,34.390000,2181248.500000,1
480,9,-17.522857,1.399128,34.390000,2244155.333333,1
481,9,-53.451429,1.400409,34.390000,2200079.000000,1
482,9,30.772857,1.395285,34.390000,2182569.000000,1
483,9,-34.355714,1.408095,34.390000,2172914.333333,1
484,9,-94.245714,1.409376,34.390000,2180034.666667,1
485,9,-77.031429,1.418342,34.390000,2170719.000000,1
486,0,3.571429,0.522594,34.930000,2192657.000000,1
487,0,45.128571,0.521313,34.930000,2192869.000000,1
