Unnamed: 0,ID,empatica_bvp,empatica_eda,empatica_temp,samsung_bvp,CL
486,0,0.0720302004,-0.0216767163,1.103979131,0.0845584687,1
487,0,0.7807669034,-0.0253069542,1.103979131,0.0852490631,1
488,0,-1.1264146037,-0.0216767163,1.103979131,0.0645540332,1
489,0,-0.8479144518,-0.0216767163,1.103979131,0.0914437819,1
490,0,1.8982027839,-0.0253069542,1.103979131,0.0424061491,1
491,0,-1.5039770891,-0.0325645961,1.1285530534,-0.0155288589,1
492,0,0.4190651125,-0.0144162406,1.1285530534,-0.0798866122,1
493,0,0.7194924869,-0.0180464785,1.0794052086,-0.1236231727,1
494,0,-0.0207219814,-0.0035255269,1.0794052086,-0.1338202987,1
495,0,-0.1381057364,-0.0180464785,1.0794052086,-0.1451434412,1
496,0,0.0021107675,-0.0144162406,1.0794052086,-0.1571023431,1
497,0,-0.3108963548,-0.0180464785,1.0794052086,-0.1773027727,1
498,0,0.195188118,-0.0216767163,1.103979131,-0.1611899888,1
499,0,0.2814067851,-0.0253069542,1.103979131,-0.1724827277,1
500,0,-0.4589985231,-0.0144162406,1.103979131,-0.2391527778,1
501,0,0.2258090818,-0.0180464785,1.103979131,-0.3243733232,1
502,0,0.2298331447,-0.0253069542,1.103979131,-0.3861945536,1
503,0,0.3661108583,-0.0253069542,1.103979131,-0.3575566021,1
504,0,-0.2244868307,-0.0216767163,1.103979131,-0.3982403227,1
505,0,0.8136821081,-0.0325645961,1.1285530534,-0.3902691692,1
506,0,-0.7510204628,-0.0253069542,1.1285530534,-0.4035538821,1
507,0,-0.683736361,-0.0434553097,1.1531269759,-0.3769225634,1
508,0,-0.5463663402,-0.0216767163,1.1531269759,-0.3756781905,1
509,0,1.6097257435,-0.0253069542,1.1531269759,-0.3368099948,1
510,0,-1.5581617068,-0.0253069542,1.1285530534,-0.322716331,1
511,0,-0.0005732884,-0.0289343582,1.103979131,-0.2581772424,1
512,0,0.6261312375,-0.0289343582,1.1285530534,-0.3199061763,1
513,0,0.5881321514,-0.0325645961,1.1285530534,-0.3184489787,1
514,0,-2.4871452494,-0.0253069542,1.1285530534,-0.2762173927,1
515,0,-1.0783208849,-0.036194834,1.1285530534,-0.2770393738,1
516,0,0.0798996289,-0.036194834,1.1285530534,-0.2700129014,1
517,0,-0.4524934554,-0.0325645961,1.1777008983,-0.253495642,1
518,0,0.1499936659,-0.0325645961,1.1777008983,-0.3565521998,1
519,0,0.5219038091,-0.0434553097,1.1531269759,-0.3089826231,1
520,0,-0.1308697465,-0.0470855476,1.1531269759,-0.3003914548,1
521,0,-0.141402936,-0.036194834,1.1531269759,-0.2787137395,1
522,0,-0.7520965342,-0.0616036652,1.1531269759,-0.2728284852,1
523,0,-0.8957807828,-0.0616036652,1.1777008983,-0.2835446429,1
524,0,0.4509083219,-0.068864141,1.1777008983,-0.2747509655,1
525,0,0.5404079527,-0.068864141,1.1777008983,-0.2571923852,1
526,0,-0.5251010032,-0.0833822586,1.1777008983,-0.347543526,1
527,0,0.5735546042,-0.0724943789,1.1777008983,-0.3292330014,1
528,0,0.485634545,-0.0724943789,1.1777008983,-0.3212906227,1
529,0,-0.2378746212,-0.0870124965,1.1777008983,-0.3329188862,1
530,0,-0.8379091334,-0.0797548547,1.1777008983,-0.3371096868,1
531,0,-0.2752483695,-0.0833822586,1.1777008983,-0.3842101805,1
532,0,1.2514389137,-0.0942729723,1.1777008983,-0.2944920846,1
533,0,-0.9727290957,-0.1051636859,1.1777008983,-0.2814576579,1
534,0,0.1971128389,-0.1051636859,1.1777008983,-0.3136262191,1
535,0,0.2557681771,-0.1196818036,1.1777008983,-0.3497494105,1
536,0,1.6771276067,-0.1087939238,1.1285530534,-0.307943474,1
537,0,-2.6661242162,-0.1160515657,1.1285530534,-0.2884520981,1
538,0,-0.180543037,-0.1269422793,1.1777008983,-0.2463681864,1
539,0,0.5793531377,-0.1342027551,1.1531269759,-0.2419004966,1
540,0,-0.1097708785,-0.1160515657,1.1531269759,-0.2372585294,1
541,0,0.8653572741,-0.1269422793,1.1777008983,-0.2603966999,1
542,0,-1.3159754848,-0.1233120415,1.1777008983,-0.2558350849,1
543,0,-0.2387557766,-0.1305725172,1.1777008983,-0.2449538795,1
544,0,-0.5016347987,-0.1233120415,1.1777008983,-0.2712572744,1
545,0,-0.2572030604,-0.1342027551,1.1777008983,-0.315224033,1
546,0,0.4139731303,-0.1305725172,1.1777008983,-0.2907861118,1
547,0,0.5547702891,-0.1305725172,1.1777008983,-0.2773195206,1
548,0,-0.5524572391,-0.1450906348,1.1777008983,-0.2840234985,1
549,0,-0.2214738615,-0.141460397,1.1777008983,-0.2792496017,1
550,0,-0.4910772553,-0.137832993,1.1777008983,-0.3812908989,1
551,0,-0.2695472855,-0.1450906348,1.1777008983,-0.4038047112,1
552,0,0.2094651819,-0.1596115864,1.1777008983,-0.3963900509,1
553,0,-0.7805775663,-0.1596115864,1.1777008983,-0.3762754026,1
554,0,0.5321080854,-0.1668692282,1.1777008983,-0.2990613005,1
555,0,0.2515613923,-0.1523511106,1.1899878595,-0.2491636822,1
556,0,0.2492874632,-0.1523511106,1.1777008983,-0.2158370724,1
557,0,-0.4857741042,-0.1487208727,1.1531269759,-0.1708496239,1
558,0,0.2507655265,-0.1450906348,1.1531269759,-0.1784244457,1
559,0,-1.7355732789,-0.137832993,1.1777008983,-0.217457689,1
560,0,-0.4909919827,-0.1305725172,1.1777008983,-0.2277921739,1
561,0,1.0824855601,-0.1269422793,1.1777008983,-0.232849475,1
562,0,0.1885165642,-0.137832993,1.1777008983,-0.2270396866,1
563,0,0.2916679211,-0.1305725172,1.1777008983,-0.2903675203,1
564,0,0.0118602511,-0.141460397,1.1777008983,-0.2694678096,1
565,0,1.1871758819,-0.1305725172,1.1777008983,-0.2602142787,1
566,0,-1.0676739929,-0.1305725172,1.1777008983,-0.2399443554,1
567,0,0.1244768783,-0.1342027551,1.1899878595,-0.2445374597,1
568,0,0.0449622539,-0.1342027551,1.1777008983,-0.2777739448,1
569,0,0.1428957493,-0.1450906348,1.1777008983,-0.269091023,1
570,0,-0.6433821495,-0.1305725172,1.1777008983,-0.2589199571,1
571,0,0.471593004,-0.1305725172,1.1899878595,-0.3777108835,1
572,0,-0.2113832877,-0.141460397,1.1531269759,-0.3847254117,1
573,0,-0.4919380987,-0.1523511106,1.1777008983,-0.40895268,1
574,0,0.9330880505,-0.141460397,1.1777008983,-0.4180020728,1
575,0,-1.9127127974,-0.141460397,1.1899878595,-0.368230412,1
576,0,-1.1977268273,-0.1342027551,1.1899878595,-0.3823919409,1
577,0,1.4462014204,-0.141460397,1.1899878595,-0.3826872895,1
578,0,-0.8805169962,-0.137832993,1.1531269759,-0.4110852703,1
579,0,0.0164649689,-0.1233120415,1.1777008983,-0.4178804587,1
580,0,-2.0864617087,-0.1233120415,1.1777008983,-0.4061968173,1
581,0,-1.0234784576,-0.137832993,1.1531269759,-0.3716915279,1
582,0,0.366342305,-0.1196818036,1.1531269759,-0.4554223005,1
583,0,-0.8357489068,-0.1269422793,1.1531269759,-0.4961597702,1
584,0,0.6821877753,-0.1233120415,1.1777008983,-0.37298965,1
585,0,0.1072112162,-0.1305725172,1.1777008983,-0.3474637167,1
586,0,-0.4569276281,-0.137832993,1.1531269759,-0.4849354392,1
587,0,0.5112447402,-0.1450906348,1.1531269759,-0.4796506546,1
588,0,0.3798153681,-0.141460397,1.1531269759,-0.4765641536,1
589,0,0.43606278,-0.1487208727,1.1531269759,-0.4640015245,1
590,0,-0.4617434977,-0.1487208727,1.1531269759,-0.4939023082,1
591,0,0.5767340595,-0.1559813485,1.1531269759,-0.525862931,1
592,0,0.8705264279,-0.174129704,1.1777008983,-0.556591125,1
593,0,-0.9921671784,-0.1850204177,1.1777008983,-0.6184319005,1
594,0,1.0150349721,-0.1922808934,1.1531269759,-0.5576802228,1
595,0,-0.0932767454,-0.1704994661,1.1531269759,-0.5360611429,1
596,0,0.1033130327,-0.174129704,1.1531269759,-0.4611153611,1
597,0,-0.4050372512,-0.1777599419,1.1531269759,-0.4404154449,1
598,0,0.827378517,-0.174129704,1.1531269759,-0.4191009432,1
599,0,0.1718599868,-0.174129704,1.1531269759,-0.4176839216,1
